time_s,north_m,east_m,latitude_deg,longitude_deg,depth_setpoint_m,depth_m,heading_setpoint_deg,heading_deg,speed_setpoint_mps,surge_speed_mps,pitch_setpoint_deg,pitch_deg,roll_deg,distance_to_target_m,rpm,elevator_deg,rudder_deg
322.3,339.58958120465275,339.6226622108912,12.974654002475223,80.22403428232843,10.0,9.980914027584598,45.27590401739017,45.27954431809317,1.5,1.5000003049087114,-0.0050137876156598265,-0.0068006347129882325,5.318308201160019e-10,86.35140455932093,958.1233278918478,-0.0007931034528998302,-0.00039092195200873803
322.35,339.64235467328075,339.6759535161821,12.974654477078428,80.22403477413894,10.0,9.980922628383643,45.27590068370373,45.27953668263988,1.5,1.5000003042823378,-0.0050135195275019875,-0.00679879135773668,5.312555229166131e-10,86.27640454472039,958.1233275579469,-0.00079278811147699,-0.00039060476434284
322.40000000000003,339.6951281491314,339.7292448142769,12.9746549516817,80.2240352659494,10.0,9.980931226913459,45.27589735099868,45.27952905342578,1.5,1.500000303657251,-0.005013248280776867,-0.006796946550512256,5.306809797012651e-10,86.20140453015053,958.1233272247318,-0.0007924727827110308,-0.00039028802974381584
322.45000000000005,339.7479016321987,339.7825361051815,12.974655426285034,80.2240357577598,10.0,9.980939823172093,45.27589401927195,45.27952143044206,1.5,1.5000003030334481,-0.005012973881531447,-0.006795100295245609,5.30107189305204e-10,86.12640451561131,958.1233268922015,-0.0007921574668087563,-0.00038997174798518694
322.5,339.8006751224768,339.835827388902,12.974655900888434,80.22403624957008,10.0,9.980948417157606,45.27589068852047,45.27951381367988,1.5,1.5000003024109267,-0.0050126963358076105,-0.006793252595861437,5.295341525049323e-10,86.05140450110271,958.1233265603541,-0.0007918421639794372,-0.00038965591877432407
322.55,339.8534486199597,339.88911866544424,12.9746563754919,80.22403674138036,10.0,9.980957008868057,45.27588735874117,45.27950620313042,1.5,1.5000003017896841,-0.005012415649629882,-0.0067914034562784895,5.289618685239476e-10,85.9764044866246,958.1233262291886,-0.0007915268744251088,-0.0003893405418665623
322.6,339.9062221246415,339.94240993481424,12.97465685009543,80.22403723319053,10.0,9.980965598301513,45.275884029931,45.27949859878488,1.5,1.5000003011697176,-0.005012131829021722,-0.00678955288040958,5.283903373622497e-10,85.9014044721769,958.1233258987033,-0.0007912115983535473,-0.0003890256170013628
322.65000000000003,339.9589956365162,339.995701197018,12.974657324699024,80.22403772500064,10.0,9.980974185456047,45.27588070208687,45.27949100063447,1.5,1.5000003005510247,-0.0050118448799932915,-0.006787700872161587,5.278195578550848e-10,85.82640445775962,958.1233255688971,-0.0007908963359684654,-0.0003887111439154092
322.70000000000005,340.01176915557795,340.0489924520614,12.974657799302683,80.2240382168107,10.0,9.980982770329735,45.275877375205674,45.27948340867035,1.5,1.5000002999336028,-0.005011554808545546,-0.006785847435435459,5.272495307789556e-10,85.75140444337266,958.1233252397683,-0.0007905810874728348,-0.0003883971223800024
322.75,340.0645426818208,340.1022836999504,12.974658273906407,80.2240387086207,10.0,9.98099135292066,45.27587404928437,45.279475822883754,1.5,1.5000002993174493,-0.005011261620674257,-0.006783992574126225,5.266802545808566e-10,85.67640442901596,958.1233249113156,-0.0007902658530720294,-0.0003880835521130394
